pathway	pval	padj	log2err	ES	NES	size	leadingEdge
GOBP_ANIMAL_ORGAN_MORPHOGENESIS	0.6666666666666666	0.9027303754266212	0.055710422676667086	-0.20206950572634053	-0.8147914454013219	16	
GOBP_BIOLOGICAL_ADHESION	0.4287974683544304	0.9027303754266212	0.07492788183937392	-0.23330372822200476	-1.0053592526804194	18	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	0.6540880503144654	0.9027303754266212	0.054120056962023176	-0.18773235044760292	-0.8227644578336001	19	
GOBP_CELLULAR_LIPID_METABOLIC_PROCESS	0.6917293233082706	0.9027303754266212	0.07399014391013414	0.18078911569072642	0.8163609429906391	16	
GOBP_CELL_CELL_SIGNALING	0.6756329113924051	0.9027303754266212	0.05291298484305835	-0.187734046874244	-0.8089890483385733	18	
GOBP_CELL_MIGRATION	0.14903846153846154	0.9027303754266212	0.17821987495197314	0.3058337859992837	1.3465478498010597	15	
GOBP_CHEMICAL_HOMEOSTASIS	0.8754045307443366	0.9027303754266212	0.042077210988939	-0.15675675675675677	-0.6559954042980299	17	
GOBP_DEFENSE_RESPONSE	0.21951219512195122	0.9027303754266212	0.15419096658142434	0.2442525983649146	1.2208631255587175	21	
GOBP_EPITHELIUM_DEVELOPMENT	0.5801886792452831	0.9027303754266212	0.05973179763644106	-0.20165998718073577	-0.8838043609633364	19	
GOBP_HOMEOSTATIC_PROCESS	0.6692426584234931	0.9027303754266212	0.052269331749930564	-0.16666666666666663	-0.819973537991102	28	
GOBP_IMMUNE_RESPONSE	0.46174863387978143	0.9027303754266212	0.10135074379709887	0.20944643634434057	0.989980902240274	19	
GOBP_ION_TRANSPORT	0.5888888888888889	0.9027303754266212	0.05947602869573201	-0.19552263604483572	-0.8715411057137433	20	
GOBP_LIPID_METABOLIC_PROCESS	0.7588075880758808	0.9027303754266212	0.07325586558284547	0.1506405971204936	0.7776009638536721	22	
GOBP_LOCOMOTION	0.14903846153846154	0.9027303754266212	0.17821987495197314	0.3058337859992837	1.3465478498010597	15	
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	0.878839590443686	0.9027303754266212	0.0443293451680314	-0.16552492981319203	-0.6465397175701937	15	
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	0.431740614334471	0.9027303754266212	0.07850290473486872	-0.2574239770606787	-1.0054970306433122	15	
GOBP_NEUROGENESIS	0.78839590443686	0.9027303754266212	0.04929176623126693	-0.1884723262016294	-0.7361721566033692	15	
GOBP_ORGANIC_ACID_METABOLIC_PROCESS	0.4098101265822785	0.9027303754266212	0.077274697304471	-0.23711557419084692	-1.0217853708731015	18	
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	0.8341346153846154	0.9027303754266212	0.06266182309324915	0.15897326266052747	0.6999393618725099	15	
GOBP_PROTEOLYSIS	0.41127694859038144	0.9027303754266212	0.07955646772359566	-0.25616311225742905	-1.0329095018295198	16	
GOBP_REGULATION_OF_CELL_DIFFERENTIATION	0.43851132686084143	0.9027303754266212	0.07492788183937392	-0.24069784484559187	-1.0072719244131887	17	
GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION	0.7864583333333334	0.9027303754266212	0.06944814420031753	0.16578088915513228	0.7600350813744617	17	
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.6416040100250626	0.9027303754266212	0.07788401119770678	0.18987401399353632	0.8573841877646406	16	
GOBP_REGULATION_OF_TRANSPORT	0.9027303754266212	0.9027303754266212	0.04310368287904025	-0.16042780748663102	-0.6266303780335166	15	
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	0.439469320066335	0.9027303754266212	0.07608371609517249	-0.2493824257089273	-1.005568189869519	16	
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	0.8666666666666667	0.9027303754266212	0.041655677397946726	-0.1457356959152361	-0.6496160860413152	20	
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS	0.4716981132075472	0.9027303754266212	0.06977925170762346	-0.20796829727271043	-0.9855560999899929	24	
GOBP_TISSUE_DEVELOPMENT	0.8992125984251969	0.9027303754266212	0.039597912396119206	-0.13052689344428245	-0.632824155874807	27	
GOBP_TRANSMEMBRANE_TRANSPORT	0.3575949367088608	0.9027303754266212	0.08455574424412811	-0.2533466637443112	-1.0917288569374648	18	
