pathway	pval	padj	log2err	ES	NES	size	leadingEdge
GOBP_ADAPTIVE_IMMUNE_RESPONSE	6.319752329047714e-9	3.2862712111048114e-7	0.7614608014455848	0.6514760829581318	3.29764656303395	28	
GOBP_BIOLOGICAL_ADHESION	0.8611570247933884	0.9329201101928374	0.04380020312998911	0.15158165258898817	0.6695268394311934	19	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	0.0673076923076923	0.16666666666666666	0.21925034670375515	0.27180318544026405	1.5241254524423642	38	
GOBP_CELL_ACTIVATION	0.007034795954092991	0.028139183816371965	0.40701791892395395	0.38958461894350654	1.9005797262892745	25	
GOBP_CELL_CELL_SIGNALING	0.5074380165289256	0.851186350306585	0.06863256318367258	0.21897372289148895	0.967193470330796	19	
GOBP_CELL_MIGRATION	0.7225274725274725	0.9055543852257567	0.0764767053228531	-0.14929282945569372	-0.8213271589111742	27	
GOBP_DEFENSE_RESPONSE	0.061611374407582936	0.16018957345971563	0.22798720285044224	0.2741144711070196	1.5830676244828545	42	
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	0.08631921824104234	0.1937669376693767	0.19381330272531053	0.3043603961679071	1.47268369900105	24	
GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	0.04754358161648178	0.14778667502459528	0.2616635217115731	0.30935035009092016	1.6000603260117332	29	
GOBP_ENDOCYTOSIS	6.661570920340589e-4	0.005773361464295176	0.47727081536286214	0.5160945937678365	2.231898278599264	18	
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.3712871287128713	0.6895332390381895	0.10882012676916121	-0.23442031321343026	-1.0729779160631034	16	
GOBP_HOMEOSTATIC_PROCESS	0.7240829346092504	0.9055543852257567	0.05009228744021063	0.15881635428205332	0.7908482184583397	26	
GOBP_HUMORAL_IMMUNE_RESPONSE	0.011257679528244432	0.0390266223645807	0.3807304007227924	0.4031561409022141	1.780715886159597	19	
GOBP_IMMUNE_EFFECTOR_PROCESS	0.003994611568343568	0.018883618323078687	0.40701791892395395	0.484018618770936	1.9880711553809023	16	
GOBP_IMMUNE_RESPONSE	1.1538584536372673e-4	0.0019183434383857809	0.5384340963099162	0.40962397979808685	2.442124334285938	48	
GOBP_IMMUNOGLOBULIN_PRODUCTION	3.3035478666426914e-5	8.589224453270998e-4	0.557332238758646	0.5777876037370603	2.5520523202205774	19	
GOBP_INFLAMMATORY_RESPONSE	0.4537953795379538	0.8137020598611585	0.07417589655880091	0.2103115622426156	1.0009295334970538	23	
GOBP_INNATE_IMMUNE_RESPONSE	0.0012501849224655658	0.00928708799545849	0.45505986738722953	0.48105133985181187	2.12477419050465	19	
GOBP_LEUKOCYTE_MIGRATION	0.2792642140468227	0.5808695652173913	0.10208010766274725	0.2812619026420791	1.1552627400370692	16	
GOBP_LOCOMOTION	0.5012919896640827	0.851186350306585	0.09314545753378035	-0.16072218908015048	-0.9606210697732173	31	
GOBP_LYMPHOCYTE_ACTIVATION	2.751532447924299e-4	0.002861593745841271	0.49849310876659025	0.5570678938228473	2.288115721891514	16	
GOBP_PHOSPHORYLATION	0.9177852348993288	0.9489419530188313	0.04157178992464793	0.1444295905971641	0.6059947168672125	17	
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	0.0014536524997482581	0.009448741248363677	0.45505986738722953	0.4948312964913763	2.0762030147319077	17	
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.050488599348534204	0.14778667502459528	0.25720646646883816	0.33049408543814585	1.5991346389643664	24	
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	0.3679092382495948	0.6895332390381895	0.08431443206426534	0.2635135135135135	1.0673628613275243	15	
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	0.5526742301458671	0.8576604061397655	0.06350079680659454	0.22703861536025427	0.919621096055603	15	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	0.5607779578606159	0.8576604061397655	0.06280039778122341	0.22602739301716845	0.9155251346790376	15	
GOBP_POSITIVE_REGULATION_OF_SIGNALING	0.6590909090909091	0.9055543852257567	0.07687367341265418	-0.16338642357580974	-0.8601127571235248	23	
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	1.475648798758293e-4	0.0019183434383857809	0.5188480777437918	0.5404891999166148	2.457235295088278	20	
GOBP_PROGRAMMED_CELL_DEATH	0.6359060402684564	0.9055543852257567	0.05846932103863807	0.20518386844152614	0.8609062709922509	17	
GOBP_PROTEOLYSIS	0.06161095174683087	0.16018957345971563	0.3217759180753611	-0.29690602335392025	-1.5781909452565124	24	
GOBP_REGULATION_OF_CELL_ACTIVATION	0.010273411802583333	0.03815838669530952	0.3807304007227924	0.40689545728384086	1.797232216703982	19	
GOBP_REGULATION_OF_CELL_DEATH	0.7926421404682275	0.9055543852257567	0.048118399265797474	0.18320197082959522	0.7524887260331194	16	
GOBP_REGULATION_OF_CELL_DIFFERENTIATION	0.535064935064935	0.8576604061397655	0.08971046527429813	-0.21061462724660993	-0.9310870130652061	15	
GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION	0.8879598662207357	0.9423247559893523	0.042931109345258275	0.165800234127862	0.6810123624211202	16	
GOBP_REGULATION_OF_IMMUNE_RESPONSE	0.0031275838691182663	0.016263436119414984	0.4317076958033464	0.4924843637672356	2.022843585166126	16	
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.08943089430894309	0.1937669376693767	0.19002330527910832	0.2828154169878115	1.4760730605407812	31	
GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	0.8080808080808081	0.9055543852257567	0.06658921041039328	-0.15330352999287641	-0.7316077970376244	18	
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	0.0019860168226618273	0.011474763864268335	0.4317076958033464	0.5298930199666327	2.146334442009797	15	
GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	0.952020202020202	0.952020202020202	0.058718587955594134	-0.12287052738530818	-0.5863729026030483	18	
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	0.725752508361204	0.9055543852257567	0.05216303054600547	0.1915697385383892	0.7868587212597989	16	
GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION	0.725752508361204	0.9055543852257567	0.05216303054600547	0.1915697385383892	0.7868587212597989	16	
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	0.9306930693069307	0.9489419530188313	0.040166098004942086	0.14056923204275018	0.6079045020211311	18	
GOBP_REGULATION_OF_RESPONSE_TO_STRESS	0.747163695299838	0.9055543852257567	0.04939101059815013	0.19084339822296958	0.7730121801980789	15	
GOBP_REGULATION_OF_TRANSPORT	0.7256493506493507	0.9055543852257567	0.05080541390663644	0.17271185214096296	0.7852028477651662	20	
GOBP_RESPONSE_TO_BACTERIUM	0.08716323296354993	0.1937669376693767	0.19002330527910832	0.28454166098055156	1.4717417410345597	29	
GOBP_RESPONSE_TO_LIPID	0.7536466774716369	0.9055543852257567	0.048995408986248136	0.18974530023653963	0.7685643285748879	15	
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	0.8184818481848185	0.9055543852257567	0.04604576830180555	0.15236576182163297	0.7251498171323442	23	
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS	0.05115692597005221	0.14778667502459528	0.3217759180753611	-0.31690140845070425	-1.5776467358111486	21	
GOBP_TAXIS	0.8003300330033003	0.9055543852257567	0.04706995900826619	0.16822385856643485	0.7274994640278111	18	
GOBP_TISSUE_DEVELOPMENT	0.3090909090909091	0.6181818181818182	0.12443416863039332	-0.25115627975143956	-1.110313910213476	15	
GOBP_VESICLE_MEDIATED_TRANSPORT	0.005700029967240215	0.024700129858040928	0.40701791892395395	0.40513760359903705	1.960306111388755	24	
